类别,伽马GR/API,钍TH/ppm,铀U/ppm,钾K/%,光电吸收截面指数Pe/bam*e-1,中子CNL/%,密度DEN/cm3
玄武质,51.129,6.5181,1.358,0.9222,6.3853,14.7959,2.500582
玄武质,42.049,2.1631,0.888,1.2531,6.5515,18.5995,2.750653
玄武质,41.477,2.9255,0.8663,0.6311,6.2809,19.8599,2.742142
玄武质,13.408,3.6045,0.9555,1.6195,4.082,21.4718,2.705972
玄武质,17.838,4.8762,1.6542,1.3942,6.2544,20.2898,2.592701
玄武质,52.433,1.3458,0.8425,1.0036,4.5439,19.0114,2.546409
玄武质,42.821,1.1976,1.6266,1.2389,3.1092,19.6548,2.613164
玄武质,17.766,2.648,1.6906,0.791,4.902,19.3749,2.519304
玄武质,20.438,4.1353,1.1184,0.8181,3.7378,21.365,2.500126
玄武质,32.464,3.5246,1.4613,1.4444,3.8569,18.9205,2.799653
玄武质,16.65,1.4374,1.1836,0.5053,6.25,15.611,2.50053
玄武质,33.697,1.0986,1.2545,1.4938,4.0784,20.5935,2.518691
玄武质,0.489,5.1031,1.0916,1.5484,4.0377,21.1659,2.686299
玄武质,45.355,2.0956,1.6217,1.4006,5.2885,18.8203,2.57712
玄武质,4.264,4.2183,1.2723,1.4282,5.0176,21.3232,2.675233
玄武质,59.409,4.476,0.9634,1.657,5.6721,16.389,2.502402
玄武质,30.103,4.096,0.9911,1.0268,3.7624,20.9329,2.691363
玄武质,32.059,2.9355,0.755,1.1978,4.3106,14.7409,2.536626
玄武质,47.459,2.2864,0.9343,1.5289,6.5491,17.8312,2.572348
玄武质,1.205,3.6435,0.7755,0.5592,5.8946,20.7469,2.595112
玄武质,42.951,3.2546,0.8528,1.4424,5.0804,21.7802,2.79789
玄武质,1.774,5.1858,1.0661,1.2706,5.4904,19.2116,2.533551
玄武质,17.087,0.9853,1.6054,0.9169,3.094,18.0273,2.497991
玄武质,19.994,5.4206,1.3681,0.9819,3.86,16.2516,2.793997
玄武质,17.11,2.5933,0.8129,1.454,5.1294,14.8214,2.599156
玄武质,10.307,6.4427,0.8461,1.4531,4.334,16.8238,2.713339
玄武质,17.208,1.3421,0.9652,1.668,5.0912,20.1571,2.703332
玄武质,17.79,5.1081,1.5343,1.1464,6.4405,16.498,2.726096
玄武质,35.087,2.2571,0.9499,0.9716,6.4304,19.8739,2.780745
玄武质,4.797,5.6372,1.053,1.5871,4.8927,22.1769,2.498242
玄武质,23.952,6.7027,0.7165,0.6754,4.5515,20.8005,2.632705
玄武质,6.322,2.6328,1.2989,1.4401,4.4067,19.6377,2.495882
玄武质,36.479,4.1925,1.0583,1.6652,5.7337,18.2657,2.704072
玄武质,58.337,2.8929,0.9083,1.144,3.8403,21.2714,2.759884
玄武质,50.515,2.3457,0.7692,1.6434,6.1572,21.9745,2.547385
玄武质,47.657,4.7227,1.1531,1.5437,3.1548,18.0812,2.67757
玄武质,25.508,3.6628,1.6,0.8142,5.579,17.6704,2.715309
玄武质,40.734,2.1035,1.081,0.6929,5.7231,21.9537,2.56172
玄武质,42.933,4.3533,1.267,1.4111,6.7178,19.681,2.672391
玄武质,54.627,2.294,1.237,1.4243,4.7321,17.1775,2.744933
玄武质,43.05,6.3964,0.8397,1.635,3.8589,21.8266,2.626665
玄武质,27.991,3.4452,1.4207,0.5459,4.3447,15.9162,2.521324
玄武质,55.653,5.2536,1.3299,1.6882,5.3869,17.7741,2.764258
玄武质,14.583,4.6162,1.3772,1.2159,6.2081,18.419,2.515417
玄武质,9.592,3.4367,1.522,0.9982,4.7083,18.6392,2.575298
玄武质,3.188,4.4047,1.474,0.5642,4.2234,19.5252,2.756564
玄武质,14.576,3.5524,1.5061,0.9557,6.4421,14.5655,2.779787
玄武质,16.36,6.0373,1.0405,1.6934,5.2438,21.343,2.567779
玄武质,8.325,4.0861,0.7693,1.1527,5.1928,16.6651,2.560764
玄武质,19.943,1.9302,1.6124,0.9795,5.6722,21.6141,2.592199
玄武质,8.037,1.6015,1.2577,1.3546,3.6737,22.0012,2.580679
玄武质,20.555,3.9072,0.9524,1.084,4.5632,15.4429,2.697423
玄武质,40.249,3.6725,1.6677,1.5299,3.4234,14.8524,2.540994
玄武质,34.779,1.692,1.1061,1.1176,5.1912,20.8539,2.746686
玄武质,20.262,2.6587,1.0824,0.5548,5.516,19.2555,2.59317
玄武质,0.437,4.1098,1.1577,1.2686,3.9668,15.8755,2.698639
玄武质,51.8,2.8748,1.154,0.762,6.7134,20.7597,2.733532
玄武质,29.287,6.797,1.4702,1.4805,6.4915,19.4088,2.691304
玄武质,35.821,5.9512,1.3636,1.4271,3.3385,22.1695,2.532939
玄武质,4.288,5.6907,1.2827,0.8922,3.606,15.4195,2.703599
玄武质,10.459,2.4893,1.5011,0.8789,4.3781,22.1664,2.707842
玄武质,10.102,6.6771,1.5388,1.0787,3.3108,20.497,2.570768
玄武质,15.969,5.0221,1.0578,0.8276,6.9828,18.3309,2.703524
玄武质,15.044,6.489,1.1799,1.5582,5.1944,14.6216,2.665888
玄武质,23.643,6.141,0.969,0.5914,4.7807,14.6108,2.672769
玄武质,58.489,2.9372,1.5022,1.5198,6.838,21.1614,2.612069
玄武质,11.959,3.9554,1.038,1.1631,4.0353,15.524,2.750565
玄武质,7.056,6.2207,0.7508,0.7794,4.214,21.2301,2.656515
玄武质,12.498,4.8887,1.0078,0.9245,6.8908,14.8603,2.683349
玄武质,54.793,0.0093,1.5681,1.2356,5.1979,16.8842,2.71454
玄武质,29.827,3.8325,1.625,0.8393,4.5959,17.6354,2.596639
玄武质,31.541,3.686,1.5911,1.3056,6.8369,17.7742,2.594663
玄武质,30.694,5.1758,0.7142,0.5771,3.3352,16.4226,2.65517
玄武质,43.101,3.5051,1.5188,1.0523,3.8663,16.4792,2.784989
玄武质,32.643,0.0622,1.4239,1.4108,4.6269,19.3782,2.498574
玄武质,36.236,0.9527,1.404,0.8944,5.771,15.6609,2.681693
玄武质,49.672,3.215,0.9709,1.2165,4.9661,15.5293,2.572469
玄武质,47.67,4.9765,1.2775,0.769,6.6517,18.6894,2.507017
玄武质,13.007,0.3278,1.2013,1.4752,5.7437,19.2814,2.646306
玄武质,8.042,5.2956,0.811,1.4947,6.5887,17.7111,2.669353
玄武质,34.24,0.2979,1.4099,1.5466,5.8159,20.5432,2.669221
玄武质,9.248,5.7138,0.7392,0.8913,6.3241,19.3022,2.502766
玄武质,25.708,3.4617,1.3934,1.1204,3.5809,18.8052,2.750929
玄武质,56.851,4.0371,1.4874,0.6498,6.9992,21.7493,2.744312
玄武质,12.098,3.895,1.3918,1.1243,3.2673,21.4356,2.5999
玄武质,6.719,5.9019,1.5601,0.8512,4.1652,15.0433,2.519169
玄武质,17.732,3.9665,0.7352,1.1329,4.9829,14.9539,2.503762
玄武质,54.947,5.4401,0.7732,1.0016,4.6804,21.2116,2.797274
玄武质,11.53,0.5819,1.4649,1.6359,6.0421,16.9669,2.561007
玄武质,28.37,6.6931,1.6028,1.4707,5.9524,14.7906,2.520555
玄武质,54.25,4.5373,0.7084,1.6354,3.3712,19.0973,2.548195
玄武质,56.683,6.0159,1.2365,1.1282,6.5266,19.9058,2.568608
玄武质,13.975,4.5408,1.2394,0.9933,4.8512,16.7315,2.675832
玄武质,33.649,4.5015,1.3081,1.3708,3.5642,21.9562,2.740174
玄武质,14.265,3.3128,1.4541,1.1292,3.5057,14.5154,2.689164
玄武质,17.451,4.3939,0.8194,1.6288,4.9645,16.7059,2.718467
玄武质,5.308,1.3325,1.6139,0.5032,3.5731,19.9691,2.563845
玄武质,59.926,3.7934,1.4166,1.2237,6.2065,17.0978,2.750842
玄武质,6.121,6.4818,1.5784,1.0003,3.7057,20.9221,2.726076
玄武质,39.089,4.5081,1.6613,1.1827,3.2223,19.1672,2.720029
玄武质,56.351,6.0642,1.3405,0.8563,6.1478,15.9637,2.793949
玄武质,16.752,2.0515,1.5607,1.1994,6.9013,16.5455,2.656621
玄武质,20.357,1.6196,1.4686,1.5963,6.8646,15.7526,2.593632
玄武质,9.456,3.5425,1.0627,1.5819,6.5724,20.8686,2.574788
玄武质,3.053,2.1721,1.5733,0.9784,6.2069,19.5757,2.745619
玄武质,47.88,0.9477,0.8149,1.3423,3.5159,19.2571,2.705439
玄武质,39.383,2.915,1.6052,1.1126,3.9313,17.2091,2.679268
玄武质,41.662,1.3649,1.6406,1.5961,4.8519,18.1538,2.614585
玄武质,43.4,0.7872,1.5148,0.8391,6.5767,16.8228,2.67392
玄武质,32.442,0.8475,1.0796,0.883,3.6331,18.7366,2.786887
玄武质,32.249,2.1181,1.3626,1.2945,4.8766,15.807,2.570223
玄武质,25.123,5.4454,1.0744,0.947,4.0296,14.477,2.501081
玄武质,17.042,6.5989,1.175,1.5544,6.1658,15.2832,2.608566
玄武质,26.98,2.5222,1.1553,1.6039,3.2171,19.4067,2.750168
玄武质,5.361,1.4456,1.6774,1.3848,6.7121,21.5282,2.540686
玄武质,0.306,5.9362,0.7691,0.7663,3.9873,18.068,2.632123
玄武质,30.97,6.2857,1.4183,0.9986,4.1418,14.6358,2.65114
玄武质,23.613,4.4405,1.5366,1.1627,4.511,14.4464,2.735763
玄武质,14.146,4.5281,1.1125,1.0591,6.1709,21.6687,2.626846
玄武质,21.181,0.7354,1.5567,1.0625,3.0649,15.8917,2.592056
玄武质,36.387,3.339,1.6204,1.4471,5.561,19.9431,2.686469
玄武质,0.056,0.1973,0.967,1.2148,3.3123,15.8533,2.726834
玄武质,9.786,2.1673,1.2649,0.811,3.9732,17.6458,2.597816
玄武质,29.149,3.0291,1.598,0.6595,6.7212,19.1435,2.793845
玄武质,50.506,5.034,1.5217,1.4287,4.5776,22.0447,2.708005
玄武质,12.493,6.6752,1.1628,0.6717,6.995,20.9053,2.503596
玄武质,39.956,1.3091,1.3357,1.3472,6.7124,20.0103,2.53694
玄武质,20.732,0.2686,1.5998,0.9614,6.5118,19.7131,2.554523
玄武质,59.249,6.6137,1.6908,0.6201,5.2127,21.1395,2.549421
玄武质,16.746,0.9935,1.3872,1.3804,3.3437,20.5304,2.69903
玄武质,8.374,1.2778,1.4819,1.2789,4.9319,22.0222,2.653527
玄武质,49.719,6.7844,0.959,1.6719,4.641,18.2036,2.594739
玄武质,44.451,0.6248,1.4674,1.1544,3.5303,20.7601,2.765428
玄武质,26.165,1.3171,1.073,0.8626,6.4818,15.0629,2.689802
玄武质,15.167,2.2996,1.6504,1.0465,3.3051,17.0542,2.648909
玄武质,14.023,4.9475,0.8492,1.1382,4.4877,21.1896,2.543663
玄武质,52.798,6.143,1.3896,1.3439,3.999,18.9739,2.708028
玄武质,17.474,2.5379,0.9635,0.8551,3.7457,19.9104,2.54292
玄武质,46.76,4.2399,0.8962,1.5043,4.1807,15.4182,2.760412
玄武质,40.735,1.2183,1.4176,0.7778,5.9046,20.9339,2.638571
玄武质,11.87,5.7499,0.7901,1.077,4.0243,17.8898,2.528996
玄武质,32.763,4.4498,1.1366,1.6355,4.3594,17.07,2.494263
玄武质,48.079,1.9023,1.3561,0.8997,5.1637,18.9422,2.633116
玄武质,56.428,3.42,0.9564,1.5559,3.33,20.9134,2.760924
玄武质,33.157,2.7146,0.9526,1.3896,6.7735,17.6424,2.604183
玄武质,23.063,2.6826,1.0701,0.8933,4.5733,19.3296,2.551843
玄武质,20.608,1.4062,1.3365,1.5933,5.2272,15.1367,2.751277
玄武质,20.548,5.9118,0.9321,0.8293,4.6855,17.4901,2.641574
玄武质,13.797,2.7403,0.7268,1.3316,5.7575,21.262,2.735473
玄武质,31.011,5.11,1.3254,0.9946,6.6889,15.009,2.584316
玄武质,21.619,4.3716,1.3088,1.6725,6.1942,17.455,2.67494
玄武质,22.242,5.5723,1.4241,1.4519,4.6535,19.5157,2.5766
玄武质,13.435,2.1039,0.9995,1.5864,4.9524,21.3827,2.629695
玄武质,4.211,0.1537,1.5984,1.1428,3.9883,20.7406,2.508748
玄武质,24.899,1.1946,1.0449,1.4571,4.2678,14.5545,2.739873
玄武质,33.361,6.4668,1.4257,1.6567,6.4008,17.734,2.761776
玄武质,18.205,4.1825,0.8743,1.5235,5.3368,21.0646,2.777358
玄武质,52.774,5.5268,1.5505,0.7575,3.5555,15.0691,2.770668
玄武质,58.645,5.5666,0.88,0.7344,3.796,21.7422,2.64251
玄武质,35.447,0.9772,0.9945,1.2908,5.1533,18.1127,2.694291
玄武质,21.061,3.0829,0.8943,0.6199,4.4411,20.6709,2.764788
玄武质,58.527,6.54,1.5486,0.6484,6.9813,22.1705,2.497171
玄武质,26.312,4.8313,1.4096,0.9972,6.9069,19.7952,2.530049
玄武质,32.472,6.6263,1.094,0.5324,6.6817,16.2033,2.67741
玄武质,16.14,2.7134,1.502,1.1099,5.6873,18.3357,2.544898
玄武质,24.73,6.7378,0.7674,0.6418,3.6251,20.6689,2.799505
玄武质,2.513,3.3804,0.7938,0.7126,6.3882,21.2707,2.515259
玄武质,31.715,5.3649,1.5289,1.025,3.8654,15.0602,2.576967
玄武质,28.49,6.3907,0.758,0.7572,5.3261,15.0959,2.714757
玄武质,23.662,4.4793,1.2543,0.6585,4.4911,20.701,2.576121
玄武质,4.862,3.6733,0.8275,1.4531,4.94,16.7871,2.759886
玄武质,54.056,0.9737,1.0268,0.9356,4.4542,15.0358,2.609223
玄武质,43.358,1.3322,0.8024,1.4573,5.7214,21.1575,2.785831
玄武质,26.114,4.8913,1.6214,1.3827,4.8837,16.7112,2.692159
玄武质,34.396,4.9836,1.0931,1.1262,3.5447,19.0699,2.600902
玄武质,25.045,3.0539,1.6124,0.8798,6.3277,20.0124,2.551169
玄武质,49.29,5.8348,1.1204,1.4029,6.8117,18.8605,2.638765
玄武质,22.645,6.3959,0.9258,0.6414,3.1106,17.3362,2.787371
玄武质,21.762,3.7117,1.1778,0.8484,3.1069,17.042,2.569182
玄武质,8.941,0.5579,1.4184,0.8093,5.5161,21.2273,2.593616
玄武质,7.815,1.0574,0.9945,1.4527,4.632,20.0656,2.552868
玄武质,25.1,5.578,1.1075,1.6706,3.79,16.3575,2.652063
玄武质,26.218,0.0171,1.3972,1.0926,4.7978,14.6018,2.584956
玄武质,39.238,1.4042,1.476,1.1111,6.7582,17.6144,2.694546
玄武质,6.261,5.7377,1.5554,1.3809,6.6089,21.1876,2.638049
玄武质,29.909,5.5934,1.4751,1.1222,6.2816,14.5008,2.728455
玄武质,52.327,5.3866,1.3603,1.2655,6.131,16.8631,2.795823
玄武质,6.293,4.7539,1.0172,1.3039,6.1871,17.5338,2.738684
玄武质,8.878,6.6105,1.6273,0.8193,4.728,20.946,2.542565
玄武质,16.226,5.8008,0.9206,1.1973,6.9486,17.6656,2.616893
玄武质,33.6,0.1183,0.8625,1.3113,6.7712,16.7297,2.747372
玄武质,6.626,1.6021,0.8015,1.523,3.6655,19.0016,2.516858
玄武质,49.409,6.2769,1.3865,1.2178,3.191,17.4985,2.674315
玄武质,8.858,2.4948,1.6615,1.6296,6.5031,21.9534,2.765154
玄武质,29.894,2.0935,1.1006,1.6337,4.6685,19.4635,2.754345
玄武质,38.331,3.4106,1.1678,1.1593,5.1633,17.8529,2.505849
玄武质,10.864,2.6571,1.2176,0.7585,5.27,15.3409,2.520059
玄武质,0.956,3.4441,0.8466,0.5378,3.7616,14.6518,2.580234
玄武质,3.557,6.1983,1.4258,1.2719,5.4743,15.7752,2.594983
玄武质,26.515,5.9701,1.3088,1.4578,3.482,22.1262,2.639022
玄武质,51.603,2.3669,1.1717,1.4855,4.3174,14.5299,2.50738
玄武质,37.876,5.0088,1.6898,0.8007,4.9538,21.7691,2.769459
玄武质,52.542,3.9221,1.0394,0.7603,3.9969,19.6378,2.579686
玄武质,10.114,2.2244,1.2591,1.6932,3.8695,20.9734,2.573885
玄武质,2.366,5.8234,1.0426,0.8482,3.9251,20.4425,2.717877
玄武质,23.258,5.1977,1.3293,1.327,3.6444,17.0057,2.580404
玄武质,42.904,3.6321,1.1118,0.5433,6.3649,14.692,2.779445
玄武质,56.808,1.8505,0.8967,0.5553,3.1171,22.1596,2.679669
玄武质,58.157,1.5246,1.2459,0.6049,3.7561,19.535,2.588817
玄武质,30.96,3.6524,1.1103,0.7459,5.1875,17.5165,2.567304
玄武质,15.233,1.2923,1.3385,0.9177,5.0172,17.2273,2.607494
玄武质,17.278,6.6464,1.4736,1.4845,6.1276,15.0313,2.740967
玄武质,48.255,6.1028,1.4803,1.4643,5.2405,14.5963,2.716818
玄武质,29.0,0.1155,0.7531,1.3549,4.6415,21.8445,2.689349
玄武质,55.82,0.9613,1.1669,1.1448,5.5695,17.7174,2.60163
玄武质,46.639,5.6078,0.9155,1.4303,5.6121,17.8795,2.56519
玄武质,10.888,3.7454,0.9962,0.9431,3.2974,16.9731,2.648938
玄武质,45.647,6.5626,1.2241,0.8602,6.2328,20.5122,2.586557
玄武质,53.584,3.4806,1.1451,0.8032,4.2116,20.782,2.558874
玄武质,30.362,3.4309,0.9212,1.2532,5.5642,21.1092,2.531554
玄武质,15.239,5.6596,1.3916,1.6495,5.871,21.5866,2.621458
玄武质,55.497,5.6743,1.251,0.6377,3.1895,19.1835,2.568671
玄武质,9.012,5.005,0.9398,1.4809,6.044,20.0705,2.764523
玄武质,13.897,5.2637,1.212,0.8189,6.9311,18.9933,2.535585
玄武质,14.194,6.0239,1.5256,0.9259,6.9352,19.6738,2.788384
玄武质,34.918,5.422,1.5432,0.5919,4.0697,19.5406,2.668523
玄武质,47.56,6.4074,1.6594,0.7104,4.141,17.9686,2.52873
玄武质,46.692,5.9259,0.8306,0.6778,3.2338,20.3978,2.753601
玄武质,53.895,1.847,1.092,1.682,3.8593,20.7184,2.760965
玄武质,14.331,3.6863,1.1149,0.9418,3.4174,18.7502,2.704391
玄武质,0.43,0.6433,0.8999,1.527,6.4854,19.6374,2.527668
玄武质,53.235,6.8326,1.0553,1.1503,6.0884,16.5958,2.523489
玄武质,35.507,4.3905,0.9856,1.3368,4.8938,17.511,2.745445
玄武质,42.435,3.9038,1.5593,0.742,6.7513,18.9292,2.762656
玄武质,4.142,3.4749,1.3604,1.0298,6.0047,20.9534,2.624612
玄武质,49.506,4.0139,0.7023,1.1124,3.0507,21.8077,2.769109
玄武质,52.649,4.5618,1.1638,0.7013,6.0027,21.688,2.76647
玄武质,56.415,0.128,0.813,0.6356,6.2731,17.1718,2.779194
玄武质,3.25,5.3725,0.8858,1.1046,5.912,19.1625,2.591119
玄武质,59.132,3.9484,1.5537,1.5254,3.2637,20.8564,2.743471
玄武质,7.758,1.1143,1.3315,0.5675,3.8353,21.5112,2.712965
玄武质,59.68,6.4096,1.5851,1.5103,3.4471,21.1449,2.734456
玄武质,5.971,4.9098,0.8086,1.1325,6.3819,19.1694,2.631128
玄武质,24.449,4.4107,1.4875,0.7522,4.989,20.1128,2.523693
玄武质,27.181,0.6992,1.1321,1.6107,3.2992,16.8009,2.764402
玄武质,5.902,1.9233,1.3472,1.4938,4.7516,17.5129,2.587272
玄武质,48.631,0.0231,0.8386,0.9033,4.8512,14.4047,2.572546
玄武质,16.092,6.135,1.222,1.2968,5.255,20.7353,2.648401
玄武质,3.679,4.2617,1.2089,0.8343,6.0959,17.5379,2.77137
玄武质,19.756,3.7021,1.6236,0.728,3.0572,16.6414,2.576248
玄武质,35.193,1.262,1.442,1.2577,3.7505,20.6413,2.585758
玄武质,39.032,2.2371,1.5189,0.7803,4.7726,22.1339,2.519492
玄武质,9.734,3.6764,1.0858,1.0716,3.4365,17.9144,2.704128
玄武质,41.513,1.2969,1.1996,1.6895,5.0801,18.6773,2.70009
玄武质,30.833,4.5348,1.5359,1.3973,3.5662,16.6931,2.626326
玄武质,44.364,1.4786,1.2161,0.7905,3.3675,18.3462,2.704196
玄武质,1.534,5.839,1.6503,0.6103,3.3677,22.1702,2.655127
玄武质,57.525,3.2812,1.5845,1.5979,4.2856,15.0687,2.772863
玄武质,9.986,5.8811,0.9241,0.7549,6.9394,16.5288,2.79281
玄武质,57.651,3.8835,1.5398,0.8877,3.3022,14.4002,2.788414
玄武质,49.188,6.7447,1.1051,0.9544,4.7607,19.193,2.795873
玄武质,54.599,3.8768,1.1885,0.9745,6.2263,21.6315,2.657902
玄武质,49.539,4.4074,1.4193,0.5671,6.9419,18.4337,2.784968
玄武质,58.297,4.42,0.8449,1.4533,4.378,14.8866,2.50435
玄武质,54.966,6.4293,1.6092,1.4727,5.6781,20.3146,2.770014
玄武质,45.859,3.1875,1.1508,1.6008,6.0235,17.7233,2.674713
玄武质,17.544,1.6107,1.576,0.6074,5.1561,19.9781,2.791733
玄武质,31.266,4.4766,0.757,0.9738,6.254,17.9834,2.644541
玄武质,12.781,5.8951,0.8271,1.4335,4.5221,18.1437,2.667884
玄武质,56.112,4.0555,0.9785,1.5546,4.5482,14.7836,2.709934
玄武质,27.171,5.5467,1.5881,1.6407,3.7525,19.9765,2.738724
玄武质,54.37,1.0104,1.404,0.6447,6.9559,19.3698,2.704283
玄武质,22.515,4.2945,0.8507,1.5901,5.2857,22.1556,2.589903
玄武质,27.09,3.84,1.5391,1.6753,4.947,20.877,2.539355
玄武质,35.867,6.4496,1.6291,1.4993,3.7581,21.72,2.538087
玄武质,56.291,5.4232,1.638,0.6049,5.1078,19.7163,2.734669
玄武质,33.697,0.5569,1.6581,1.0986,4.6929,15.8839,2.768553
玄武质,38.927,5.6959,1.2075,1.2093,4.8698,18.6231,2.524421
玄武质,9.738,5.4449,1.4052,0.5455,5.3922,16.0958,2.514782
玄武质,2.763,2.8675,0.7769,1.2372,6.01,22.0666,2.492488
玄武质,30.982,5.4422,1.0529,0.7334,6.147,14.9614,2.627581
玄武质,25.308,6.9848,1.0871,0.7951,4.154,18.06,2.563209
玄武质,38.631,0.8224,0.9215,1.395,4.8282,19.0117,2.771709
玄武质,38.319,4.2469,1.1347,1.1108,4.5912,14.4603,2.642303
玄武质,7.075,2.1055,1.6923,0.8831,5.3912,17.8539,2.588002
玄武质,45.267,2.2301,1.1811,1.5507,3.8909,17.8771,2.678002
玄武质,40.827,3.7494,0.9743,0.6433,5.2684,16.7511,2.598077
玄武质,38.394,2.9658,1.4046,1.648,3.6798,20.8713,2.531235
玄武质,2.611,6.4454,0.825,1.5972,6.6534,21.7916,2.706683
玄武质,39.008,5.7856,1.4872,0.8362,3.6328,18.6382,2.599538
玄武质,43.665,2.9965,1.0673,1.0581,4.0491,19.2158,2.631823
玄武质,26.774,1.318,1.4375,1.0693,5.8017,16.2041,2.539552
玄武质,32.578,6.0074,1.1265,0.948,4.5562,22.1817,2.726433
玄武质,39.812,2.4888,1.0563,1.3717,3.1965,14.5662,2.784482
玄武质,34.335,1.4991,1.475,1.4737,5.9189,16.9773,2.531071
玄武质,24.117,4.8574,1.6691,1.5052,3.7599,21.3008,2.643337
玄武质,53.541,3.0666,0.7184,0.7283,3.6256,19.9448,2.782113
玄武质,43.936,2.1658,1.2166,1.5416,4.4394,20.8653,2.789018
玄武质,14.821,5.7156,0.82,1.4952,6.2292,18.9293,2.721773
玄武质,26.574,5.0154,0.786,0.6944,4.0463,18.812,2.76292
玄武质,10.514,1.8916,1.3471,0.9636,5.7275,15.2368,2.579387
玄武质,43.289,1.8054,1.134,0.6418,5.7228,19.6711,2.596415
玄武质,14.179,5.7123,1.3563,1.1877,4.9847,21.3145,2.72432
玄武质,53.639,0.0202,1.3428,1.0372,6.9726,15.5589,2.592836
玄武质,2.436,0.4634,1.1189,0.6511,6.0882,20.281,2.564097
玄武质,1.866,0.6917,1.4776,0.5256,5.8104,21.976,2.567832
玄武质,51.293,5.1322,1.0138,1.1267,6.9092,15.6828,2.772448
玄武质,42.94,6.4732,1.0574,0.6502,3.7235,16.1916,2.583345
玄武质,12.247,4.8522,1.6411,1.419,3.8457,16.8337,2.617492
玄武质,58.559,3.0998,1.4476,1.3987,4.4419,17.7458,2.70318
玄武质,25.518,5.4019,1.3062,0.5169,4.9658,18.2417,2.729796
玄武质,59.275,2.5268,1.6558,0.5711,6.4119,14.9194,2.641335
玄武质,15.084,2.0975,1.4358,1.0081,5.5995,20.1348,2.713327
玄武质,6.35,5.595,1.2494,1.4414,6.6291,15.7708,2.504579
玄武质,4.729,0.7818,0.9696,0.8865,5.596,18.0761,2.552475
玄武质,10.279,4.1022,1.0761,1.3502,3.6382,15.4749,2.646914
玄武质,38.135,6.3961,1.6724,1.5012,6.2923,15.1079,2.760343
玄武质,27.581,4.7955,1.1467,1.1086,5.529,19.6265,2.604965
玄武质,37.169,6.1452,1.5525,1.1469,3.9757,17.6647,2.573226
玄武质,38.643,5.1559,0.9405,1.5349,3.0984,15.3898,2.537543
玄武质,0.704,1.6919,1.4445,1.0943,3.7657,20.335,2.773337
玄武质,49.806,5.5815,1.3657,1.1917,5.0704,17.3206,2.600216
玄武质,36.53,3.2029,1.3265,1.0712,5.6314,16.1864,2.566652
玄武质,59.647,3.1656,1.3567,1.3757,4.4417,19.565,2.777485
玄武质,5.281,2.8411,1.6743,1.3232,6.0529,15.434,2.715278
玄武质,38.093,2.1005,1.6897,0.5411,4.3218,19.1533,2.592169
玄武质,37.615,6.1014,0.9732,0.5994,6.4473,14.8761,2.773119
玄武质,38.806,0.4084,1.3888,1.241,3.6569,21.9455,2.758329
玄武质,3.704,0.3797,1.6338,0.7347,3.6518,17.9255,2.734327
玄武质,1.477,6.4959,1.4043,1.1066,5.9848,18.1317,2.788136
玄武质,8.343,0.9742,1.5871,0.519,4.3271,17.1726,2.783028
玄武质,27.587,0.0781,1.6279,1.5229,3.8655,19.802,2.631213
玄武质,30.126,2.7778,0.8073,0.9178,5.5089,21.0245,2.562003
玄武质,24.06,4.9062,1.6064,1.2633,4.7989,20.9513,2.533013
玄武质,45.642,0.9434,1.339,1.2377,5.4385,16.5495,2.682999
玄武质,2.211,2.1664,1.2644,0.5376,3.8188,21.4973,2.647106
玄武质,9.986,5.9715,1.5366,1.0546,5.391,20.2338,2.591667
玄武质,24.23,3.5968,1.2772,1.3727,4.0973,16.693,2.724056
玄武质,36.281,0.4981,1.3284,0.5016,5.321,21.3488,2.695128
玄武质,30.588,3.3472,0.9306,0.5243,3.3972,21.8955,2.551827
玄武质,15.834,6.2548,0.828,1.1617,6.181,19.4767,2.616932
玄武质,38.223,1.6337,1.3736,0.7176,5.4715,18.2724,2.694977
玄武质,39.182,5.7538,1.2209,1.4915,3.9191,22.0102,2.664404
玄武质,19.494,1.0137,1.6911,1.4196,5.7276,15.8575,2.501633
玄武质,51.448,0.8774,0.7845,1.1324,6.0197,14.5299,2.625792
玄武质,24.885,2.5495,1.0142,0.5969,3.0823,17.2253,2.534218
玄武质,9.756,5.1383,1.2832,0.9054,3.1967,20.4329,2.799243
玄武质,5.527,1.617,0.956,0.8605,3.3275,15.2818,2.638364
玄武质,39.503,3.9961,1.0938,1.2545,5.43,21.3678,2.600183
玄武质,27.089,1.7422,1.6311,0.5557,3.6217,21.7684,2.725992
玄武质,42.25,6.6541,0.8342,1.2876,4.9552,18.5989,2.687712
玄武质,38.511,5.5083,1.643,1.6168,3.7598,20.4712,2.526764
玄武质,55.928,5.8692,1.6322,1.5961,3.2156,20.3224,2.604289
玄武质,14.387,6.3827,1.5206,1.3751,5.6489,18.2978,2.592365
玄武质,36.995,2.3577,1.1286,0.5628,6.6504,14.8281,2.785028
玄武质,22.485,4.6816,1.6562,1.214,3.6828,16.6816,2.633891
玄武质,50.592,3.7687,1.3096,0.812,4.4862,19.6098,2.554741
玄武质,22.16,6.0238,0.917,0.761,4.6863,16.1148,2.681073
玄武质,48.652,1.7305,1.4518,1.0329,3.7504,21.6204,2.698243
玄武质,0.737,4.4065,1.066,0.8759,5.6869,18.2805,2.584699
玄武质,53.56,4.7759,1.4151,0.5594,6.4118,19.7347,2.594468
玄武质,42.937,4.7443,1.423,0.7228,3.5899,16.8234,2.591917
